"Web of Science cites thru 2010",0.556949832922868,-0.0203398072118946,-0.00261341775924193,0.0100729240544850,0.0170565264734473,0.0220257215847645
"Web of Science cites thru 2011",0.0898805614683364,-0.0737495713193248,0.0123783490254135,-0.00713041977617822,0.00406773634639828,0.0930939236403825
"Scopus cites",0.218251795721433,-0.00396013746507505,-0.0115052794622586,0.00685939167954185,-0.0118139833938123,0.0154984335470880
"PubMed Central cites",0.071486275466456,-0.0105780959029246,-0.0040136800154581,0.00771240864778646,0.0559930043866832,0.00191966814815775
"CrossRef cites",0.0773297218825243,-0.00906366600275411,-0.00335449871289508,0.00227641923212576,0.0116179785925689,0.0180712867185178
"PDF downloads",0.106292440522470,-0.179047615980694,-0.0264148502237588,-0.0128353330045657,0.233449961231262,1.17923043476821
"HTML pageviews",-0.017028499780257,0.680511711868344,0.0587518301031297,0.056251937471364,0.00969054708023318,-0.303234652563161
"Mendeley saves",0.00908680096517049,0.0456774840183831,-0.00430470411111165,-0.00247412097241470,0.372148786160999,-0.072592024095809
"CiteULike saves",0.00653512787248909,0.045208007101097,-0.00050577465675462,0.00214963803647163,0.300335960086282,-0.082161048257322
"PLoS comments",0.00693100423163312,0.0519688965602715,0.00420678541204471,0.768334456998732,0.0198858575123144,-0.0451066982585238
"PLoS comment responses",0.000980103427736254,0.0141148481963789,0.00689930004410044,0.182432068165275,-0.0142018389278816,-0.00720791302588353
"Delicious bookmarks",-0.00590084111677943,0.118640357437251,0.0151692026379657,0.00642542278055952,0.124404903284684,-0.111612002094892
"Blog mentions",-0.000233327977033939,0.0937442345641124,0.00320440203944030,0.0181765736554927,0.0543871892130031,-0.0832412134313375
"Facebook comments",-0.0110594791488996,0.0862987255931572,0.417553468249115,0.00048850461459531,-0.0387795821803807,-0.0606735605445796
"Facebook likes",0.00509779375847647,0.0164865625574498,0.362843739370291,0.00904937268752924,0.0287072751960288,-0.0257041776246086
"Facebook shares",-0.0092819194571797,0.151369752293777,0.184675420445276,0.00891569873054707,0.0160776168182638,-0.115796526987643
"Facebook clicks",-0.000133923299801421,0.0440663245396255,0.0685150092323981,0.0121923095744245,0.00940204768583472,-0.0395151203702764
"F1000 rating",0.00206738614203831,0.00131892690760108,0.00106002587044402,0.0040177355490685,0.00574044880168928,0.00181518541124548
"Wikipedia cites",-0.000270752756120683,0.0415120809007856,0.00792419551341312,0.00840957256155785,-0.0177645325975231,-0.0247195748215372
"Twitter mentions",-0.0122099738892025,0.0904982464081234,0.0297160407471342,-0.00294132206111738,0.0467588576159033,-0.0745627553353746
